* Measurement data measured by REW V5.31.3
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS with no timing reference
* Dated: Apr 18, 2025, 8:25:02 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: IR window: 0ms left, 2ms right
* Measurement: Piega
* Smoothing: None
* Frequency Step: 0.36621097 Hz
* Start Frequency: 1000.1221 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
15978.883055, 81.369, -27.8999
15979.249266, 81.368, -27.9132
15979.615477, 81.367, -27.9265
15979.981688, 81.366, -27.9398
15980.347899, 81.365, -27.9531
15980.714110, 81.364, -27.9664
15981.080321, 81.364, -27.9796
15981.446532, 81.363, -27.9929
15981.812743, 81.362, -28.0062
15982.178954, 81.361, -28.0194
15982.545165, 81.360, -28.0327
15982.911376, 81.359, -28.0459
15983.277587, 81.358, -28.0592
15983.643797, 81.357, -28.0724
15984.010008, 81.357, -28.0856
15984.376219, 81.356, -28.0989
15984.742430, 81.355, -28.1121
15985.108641, 81.354, -28.1253
15985.474852, 81.353, -28.1385
15985.841063, 81.352, -28.1517
15986.207274, 81.351, -28.1650
15986.573485, 81.350, -28.1782
15986.939696, 81.350, -28.1914
15987.305907, 81.349, -28.2046
15987.672118, 81.348, -28.2178
15988.038329, 81.347, -28.2309
15988.404540, 81.346, -28.2441
15988.770751, 81.345, -28.2573
15989.136962, 81.344, -28.2705
15989.503173, 81.343, -28.2836
15989.869384, 81.342, -28.2968
15990.235595, 81.341, -28.3100
15990.601806, 81.340, -28.3231
15990.968017, 81.340, -28.3363
15991.334228, 81.339, -28.3494
15991.700439, 81.338, -28.3626
15992.066650, 81.337, -28.3757
15992.432861, 81.336, -28.3888
15992.799072, 81.335, -28.4020
15993.165283, 81.334, -28.4151
15993.531494, 81.333, -28.4282
15993.897705, 81.332, -28.4413
15994.263916, 81.331, -28.4544
15994.630127, 81.330, -28.4675
15994.996337, 81.329, -28.4806
15995.362548, 81.328, -28.4937
15995.728759, 81.327, -28.5068
15996.094970, 81.326, -28.5199
15996.461181, 81.326, -28.5330
15996.827392, 81.325, -28.5461
15997.193603, 81.324, -28.5592
15997.559814, 81.323, -28.5722
15997.926025, 81.322, -28.5853
15998.292236, 81.321, -28.5983
15998.658447, 81.320, -28.6114
15999.024658, 81.319, -28.6244
15999.390869, 81.318, -28.6375
15999.757080, 81.317, -28.6505
16000.123291, 81.316, -28.6636
16000.489502, 81.315, -28.6766
16000.855713, 81.314, -28.6896
16001.221924, 81.313, -28.7026
16001.588135, 81.312, -28.7156
16001.954346, 81.311, -28.7287
16002.320557, 81.310, -28.7416
16002.686768, 81.309, -28.7547
16003.052979, 81.308, -28.7676
16003.419190, 81.307, -28.7806
16003.785401, 81.306, -28.7936
16004.151612, 81.305, -28.8066
16004.517823, 81.304, -28.8196
16004.884034, 81.303, -28.8325
16005.250245, 81.302, -28.8455
16005.616456, 81.301, -28.8584
16005.982666, 81.300, -28.8714
16006.348877, 81.299, -28.8844
16006.715088, 81.298, -28.8973
16007.081299, 81.297, -28.9102
16007.447510, 81.296, -28.9232
16007.813721, 81.295, -28.9361
16008.179932, 81.294, -28.9490
16008.546143, 81.293, -28.9619
16008.912354, 81.292, -28.9748
16009.278565, 81.291, -28.9878
16009.644776, 81.290, -29.0007
16010.010987, 81.289, -29.0135
16010.377198, 81.288, -29.0264
16010.743409, 81.287, -29.0393
16011.109620, 81.286, -29.0522
16011.475831, 81.285, -29.0651
16011.842042, 81.284, -29.0779
16012.208253, 81.283, -29.0908
16012.574464, 81.282, -29.1037
16012.940675, 81.281, -29.1165
16013.306886, 81.279, -29.1294
16013.673097, 81.278, -29.1422
16014.039308, 81.277, -29.1550
16014.405519, 81.276, -29.1679
16014.771730, 81.275, -29.1807
16015.137941, 81.274, -29.1935
16015.504152, 81.273, -29.2063
16015.870363, 81.272, -29.2191
16016.236574, 81.271, -29.2319
16016.602785, 81.270, -29.2447
16016.968996, 81.269, -29.2575
16017.335206, 81.268, -29.2703
16017.701417, 81.267, -29.2831
16018.067628, 81.266, -29.2959
16018.433839, 81.265, -29.3086
16018.800050, 81.263, -29.3214
16019.166261, 81.262, -29.3342
16019.532472, 81.261, -29.3469
16019.898683, 81.260, -29.3597
16020.264894, 81.259, -29.3724
16020.631105, 81.258, -29.3851
16020.997316, 81.257, -29.3979
16021.363527, 81.256, -29.4106
16021.729738, 81.255, -29.4233
16022.095949, 81.254, -29.4360
16022.462160, 81.253, -29.4487
16022.828371, 81.251, -29.4614
16023.194582, 81.250, -29.4741
16023.560793, 81.249, -29.4868
16023.927004, 81.248, -29.4995
16024.293215, 81.247, -29.5121
16024.659426, 81.246, -29.5248
16025.025637, 81.245, -29.5375
16025.391848, 81.244, -29.5501
16025.758059, 81.243, -29.5628
16026.124270, 81.241, -29.5754
16026.490481, 81.240, -29.5881
16026.856692, 81.239, -29.6007
16027.222903, 81.238, -29.6133
16027.589114, 81.237, -29.6259
16027.955325, 81.236, -29.6386
16028.321535, 81.235, -29.6512
16028.687746, 81.233, -29.6638
16029.053957, 81.232, -29.6764
16029.420168, 81.231, -29.6890
16029.786379, 81.230, -29.7015
16030.152590, 81.229, -29.7141
16030.518801, 81.228, -29.7267
16030.885012, 81.227, -29.7393
16031.251223, 81.225, -29.7518
16031.617434, 81.224, -29.7644
16031.983645, 81.223, -29.7769
16032.349856, 81.222, -29.7895
16032.716067, 81.221, -29.8020
16033.082278, 81.220, -29.8145
16033.448489, 81.218, -29.8270
16033.814700, 81.217, -29.8395
16034.180911, 81.216, -29.8520
16034.547122, 81.215, -29.8645
16034.913333, 81.214, -29.8770
16035.279544, 81.213, -29.8895
16035.645755, 81.211, -29.9020
16036.011966, 81.210, -29.9145
16036.378177, 81.209, -29.9269
16036.744388, 81.208, -29.9394
16037.110599, 81.207, -29.9519
16037.476810, 81.205, -29.9643
16037.843021, 81.204, -29.9768
16038.209232, 81.203, -29.9892
16038.575443, 81.202, -30.0016
16038.941654, 81.201, -30.0140
16039.307865, 81.199, -30.0265
16039.674075, 81.198, -30.0389
16040.040286, 81.197, -30.0513
16040.406497, 81.196, -30.0637
16040.772708, 81.195, -30.0760
16041.138919, 81.193, -30.0884
16041.505130, 81.192, -30.1008
16041.871341, 81.191, -30.1132
16042.237552, 81.190, -30.1255
16042.603763, 81.189, -30.1379
16042.969974, 81.187, -30.1502
16043.336185, 81.186, -30.1626
16043.702396, 81.185, -30.1749
16044.068607, 81.184, -30.1872
16044.434818, 81.182, -30.1996
16044.801029, 81.181, -30.2119
16045.167240, 81.180, -30.2242
16045.533451, 81.179, -30.2365
16045.899662, 81.177, -30.2488
16046.265873, 81.176, -30.2610
16046.632084, 81.175, -30.2733
16046.998295, 81.174, -30.2856
16047.364506, 81.172, -30.2978
16047.730717, 81.171, -30.3101
16048.096928, 81.170, -30.3223
16048.463139, 81.169, -30.3346
16048.829350, 81.167, -30.3468
16049.195561, 81.166, -30.3590
16049.561772, 81.165, -30.3713
16049.927983, 81.164, -30.3835
16050.294194, 81.162, -30.3957
16050.660405, 81.161, -30.4079
16051.026615, 81.160, -30.4201
16051.392826, 81.159, -30.4322
16051.759037, 81.157, -30.4444
16052.125248, 81.156, -30.4566
16052.491459, 81.155, -30.4687
16052.857670, 81.153, -30.4809
16053.223881, 81.152, -30.4930
16053.590092, 81.151, -30.5052
16053.956303, 81.150, -30.5173
16054.322514, 81.148, -30.5294
16054.688725, 81.147, -30.5415
16055.054936, 81.146, -30.5537
16055.421147, 81.144, -30.5658
16055.787358, 81.143, -30.5779
16056.153569, 81.142, -30.5899
16056.519780, 81.140, -30.6020
16056.885991, 81.139, -30.6141
16057.252202, 81.138, -30.6261
16057.618413, 81.137, -30.6382
16057.984624, 81.135, -30.6502
16058.350835, 81.134, -30.6623
16058.717046, 81.133, -30.6743
16059.083257, 81.131, -30.6863
16059.449468, 81.130, -30.6983
16059.815679, 81.129, -30.7103
16060.181890, 81.127, -30.7224
16060.548101, 81.126, -30.7343
16060.914312, 81.125, -30.7463
16061.280523, 81.123, -30.7583
16061.646734, 81.122, -30.7703
16062.012944, 81.121, -30.7822
16062.379155, 81.119, -30.7942
16062.745366, 81.118, -30.8061
16063.111577, 81.117, -30.8181
16063.477788, 81.115, -30.8300
16063.843999, 81.114, -30.8419
16064.210210, 81.113, -30.8538
16064.576421, 81.111, -30.8657
16064.942632, 81.110, -30.8776
16065.308843, 81.109, -30.8895
16065.675054, 81.107, -30.9014
16066.041265, 81.106, -30.9132
16066.407476, 81.104, -30.9251
16066.773687, 81.103, -30.9370
16067.139898, 81.102, -30.9488
16067.506109, 81.100, -30.9606
16067.872320, 81.099, -30.9725
16068.238531, 81.098, -30.9843
16068.604742, 81.096, -30.9961
16068.970953, 81.095, -31.0079
16069.337164, 81.093, -31.0197
16069.703375, 81.092, -31.0315
16070.069586, 81.091, -31.0433
16070.435797, 81.089, -31.0550
16070.802008, 81.088, -31.0668
16071.168219, 81.087, -31.0786
16071.534430, 81.085, -31.0903
16071.900641, 81.084, -31.1020
16072.266852, 81.082, -31.1138
16072.633063, 81.081, -31.1255
16072.999274, 81.080, -31.1372
16073.365484, 81.078, -31.1489
16073.731695, 81.077, -31.1606
16074.097906, 81.075, -31.1723
16074.464117, 81.074, -31.1839
16074.830328, 81.072, -31.1956
16075.196539, 81.071, -31.2073
16075.562750, 81.070, -31.2189
16075.928961, 81.068, -31.2305
16076.295172, 81.067, -31.2422
16076.661383, 81.065, -31.2538
16077.027594, 81.064, -31.2654
16077.393805, 81.063, -31.2770
16077.760016, 81.061, -31.2886
16078.126227, 81.060, -31.3002
16078.492438, 81.058, -31.3118
16078.858649, 81.057, -31.3233
16079.224860, 81.055, -31.3349
16079.591071, 81.054, -31.3464
16079.957282, 81.052, -31.3580
16080.323493, 81.051, -31.3695
16080.689704, 81.050, -31.3810
16081.055915, 81.048, -31.3926
16081.422126, 81.047, -31.4041
16081.788337, 81.045, -31.4156
16082.154548, 81.044, -31.4270
16082.520759, 81.042, -31.4385
16082.886970, 81.041, -31.4500
16083.253181, 81.039, -31.4614
16083.619392, 81.038, -31.4729
16083.985603, 81.036, -31.4843
16084.351813, 81.035, -31.4958
16084.718024, 81.034, -31.5072
16085.084235, 81.032, -31.5186
16085.450446, 81.031, -31.5300
16085.816657, 81.029, -31.5414
16086.182868, 81.028, -31.5528
16086.549079, 81.026, -31.5641
16086.915290, 81.025, -31.5755
16087.281501, 81.023, -31.5869
16087.647712, 81.022, -31.5982
16088.013923, 81.020, -31.6095
16088.380134, 81.019, -31.6209
16088.746345, 81.017, -31.6322
16089.112556, 81.016, -31.6435
16089.478767, 81.014, -31.6548
16089.844978, 81.013, -31.6661
16090.211189, 81.011, -31.6773
16090.577400, 81.010, -31.6886
16090.943611, 81.008, -31.6999
16091.309822, 81.007, -31.7111
16091.676033, 81.005, -31.7223
16092.042244, 81.004, -31.7336
16092.408455, 81.002, -31.7448
16092.774666, 81.001, -31.7560
16093.140877, 80.999, -31.7672
16093.507088, 80.998, -31.7784
16093.873299, 80.996, -31.7896
16094.239510, 80.995, -31.8007
16094.605721, 80.993, -31.8119
16094.971932, 80.992, -31.8230
16095.338143, 80.990, -31.8342
16095.704353, 80.988, -31.8453
16096.070564, 80.987, -31.8564
16096.436775, 80.985, -31.8675
16096.802986, 80.984, -31.8786
16097.169197, 80.982, -31.8897
16097.535408, 80.981, -31.9008
16097.901619, 80.979, -31.9119
16098.267830, 80.978, -31.9229
16098.634041, 80.976, -31.9340
16099.000252, 80.975, -31.9450
16099.366463, 80.973, -31.9560
16099.732674, 80.971, -31.9670
16100.098885, 80.970, -31.9780
16100.465096, 80.968, -31.9890
16100.831307, 80.967, -32.0000
16101.197518, 80.965, -32.0110
16101.563729, 80.964, -32.0219
16101.929940, 80.962, -32.0329
16102.296151, 80.960, -32.0438
16102.662362, 80.959, -32.0548
16103.028573, 80.957, -32.0657
16103.394784, 80.956, -32.0766
16103.760995, 80.954, -32.0875
16104.127206, 80.953, -32.0984
16104.493417, 80.951, -32.1093
16104.859628, 80.949, -32.1201
16105.225839, 80.948, -32.1310
16105.592050, 80.946, -32.1418
16105.958261, 80.945, -32.1527
16106.324472, 80.943, -32.1635
16106.690683, 80.941, -32.1743
16107.056893, 80.940, -32.1851
16107.423104, 80.938, -32.1959
16107.789315, 80.937, -32.2067
16108.155526, 80.935, -32.2174
16108.521737, 80.933, -32.2282
16108.887948, 80.932, -32.2389
16109.254159, 80.930, -32.2497
16109.620370, 80.929, -32.2604
16109.986581, 80.927, -32.2711
16110.352792, 80.925, -32.2818
16110.719003, 80.924, -32.2925
16111.085214, 80.922, -32.3032
16111.451425, 80.921, -32.3139
16111.817636, 80.919, -32.3245
16112.183847, 80.917, -32.3352
16112.550058, 80.916, -32.3458
16112.916269, 80.914, -32.3564
16113.282480, 80.912, -32.3670
16113.648691, 80.911, -32.3776
16114.014902, 80.909, -32.3882
16114.381113, 80.908, -32.3988
16114.747324, 80.906, -32.4094
16115.113535, 80.904, -32.4199
16115.479746, 80.903, -32.4305
16115.845957, 80.901, -32.4410
16116.212168, 80.899, -32.4515
16116.578379, 80.898, -32.4620
16116.944590, 80.896, -32.4725
16117.310801, 80.894, -32.4830
16117.677012, 80.893, -32.4935
16118.043222, 80.891, -32.5039
16118.409433, 80.889, -32.5144
16118.775644, 80.888, -32.5248
16119.141855, 80.886, -32.5353
16119.508066, 80.884, -32.5457
16119.874277, 80.883, -32.5561
16120.240488, 80.881, -32.5665
16120.606699, 80.879, -32.5769
16120.972910, 80.878, -32.5872
16121.339121, 80.876, -32.5976
16121.705332, 80.874, -32.6079
16122.071543, 80.873, -32.6183
16122.437754, 80.871, -32.6286
16122.803965, 80.869, -32.6389
16123.170176, 80.868, -32.6492
16123.536387, 80.866, -32.6595
16123.902598, 80.864, -32.6697
16124.268809, 80.863, -32.6800
16124.635020, 80.861, -32.6903
16125.001231, 80.859, -32.7005
16125.367442, 80.857, -32.7107
16125.733653, 80.856, -32.7209
16126.099864, 80.854, -32.7311
16126.466075, 80.852, -32.7413
16126.832286, 80.851, -32.7515
16127.198497, 80.849, -32.7617
16127.564708, 80.847, -32.7718
16127.930919, 80.845, -32.7819
16128.297130, 80.844, -32.7921
16128.663341, 80.842, -32.8022
16129.029552, 80.840, -32.8123
16129.395762, 80.839, -32.8224
16129.761973, 80.837, -32.8324
16130.128184, 80.835, -32.8425
16130.494395, 80.833, -32.8525
16130.860606, 80.832, -32.8626
16131.226817, 80.830, -32.8726
16131.593028, 80.828, -32.8826
16131.959239, 80.827, -32.8926
16132.325450, 80.825, -32.9026
16132.691661, 80.823, -32.9126
16133.057872, 80.821, -32.9226
16133.424083, 80.820, -32.9325
16133.790294, 80.818, -32.9424
16134.156505, 80.816, -32.9524
16134.522716, 80.814, -32.9623
16134.888927, 80.813, -32.9722
16135.255138, 80.811, -32.9821
16135.621349, 80.809, -32.9919
16135.987560, 80.807, -33.0018
16136.353771, 80.806, -33.0116
16136.719982, 80.804, -33.0215
16137.086193, 80.802, -33.0313
16137.452404, 80.800, -33.0411
16137.818615, 80.799, -33.0509
16138.184826, 80.797, -33.0607
16138.551037, 80.795, -33.0704
16138.917248, 80.793, -33.0802
16139.283459, 80.791, -33.0899
16139.649670, 80.790, -33.0997
16140.015881, 80.788, -33.1094
16140.382091, 80.786, -33.1191
16140.748302, 80.784, -33.1288
16141.114513, 80.783, -33.1384
16141.480724, 80.781, -33.1481
16141.846935, 80.779, -33.1577
16142.213146, 80.777, -33.1674
16142.579357, 80.775, -33.1770
16142.945568, 80.774, -33.1866
16143.311779, 80.772, -33.1962
16143.677990, 80.770, -33.2058
16144.044201, 80.768, -33.2153
16144.410412, 80.766, -33.2249
16144.776623, 80.765, -33.2344
16145.142834, 80.763, -33.2440
16145.509045, 80.761, -33.2535
16145.875256, 80.759, -33.2630
16146.241467, 80.757, -33.2725
16146.607678, 80.756, -33.2819
16146.973889, 80.754, -33.2914
16147.340100, 80.752, -33.3008
16147.706311, 80.750, -33.3103
16148.072522, 80.748, -33.3197
16148.438733, 80.747, -33.3291
16148.804944, 80.745, -33.3385
16149.171155, 80.743, -33.3478
16149.537366, 80.741, -33.3572
16149.903577, 80.739, -33.3666
16150.269788, 80.737, -33.3759
16150.635999, 80.736, -33.3852
16151.002210, 80.734, -33.3945
16151.368421, 80.732, -33.4038
16151.734631, 80.730, -33.4131
16152.100842, 80.728, -33.4223
16152.467053, 80.726, -33.4316
16152.833264, 80.725, -33.4408
16153.199475, 80.723, -33.4500
16153.565686, 80.721, -33.4593
16153.931897, 80.719, -33.4684
16154.298108, 80.717, -33.4776
16154.664319, 80.715, -33.4868
16155.030530, 80.713, -33.4959
16155.396741, 80.712, -33.5051
16155.762952, 80.710, -33.5142
16156.129163, 80.708, -33.5233
16156.495374, 80.706, -33.5324
16156.861585, 80.704, -33.5415
16157.227796, 80.702, -33.5505
16157.594007, 80.700, -33.5596
16157.960218, 80.699, -33.5686
16158.326429, 80.697, -33.5776
16158.692640, 80.695, -33.5866
16159.058851, 80.693, -33.5956
16159.425062, 80.691, -33.6046
16159.791273, 80.689, -33.6136
16160.157484, 80.687, -33.6225
16160.523695, 80.685, -33.6314
16160.889906, 80.684, -33.6403
16161.256117, 80.682, -33.6492
16161.622328, 80.680, -33.6581
16161.988539, 80.678, -33.6670
16162.354750, 80.676, -33.6759
16162.720960, 80.674, -33.6847
16163.087171, 80.672, -33.6935
16163.453382, 80.670, -33.7024
16163.819593, 80.669, -33.7111
16164.185804, 80.667, -33.7199
16164.552015, 80.665, -33.7287
16164.918226, 80.663, -33.7374
16165.284437, 80.661, -33.7462
16165.650648, 80.659, -33.7549
16166.016859, 80.657, -33.7636
16166.383070, 80.655, -33.7723
16166.749281, 80.653, -33.7810
16167.115492, 80.651, -33.7896
16167.481703, 80.649, -33.7983
16167.847914, 80.648, -33.8069
16168.214125, 80.646, -33.8155
16168.580336, 80.644, -33.8241
16168.946547, 80.642, -33.8327
16169.312758, 80.640, -33.8413
16169.678969, 80.638, -33.8498
16170.045180, 80.636, -33.8584
16170.411391, 80.634, -33.8669
16170.777602, 80.632, -33.8754
16171.143813, 80.630, -33.8839
16171.510024, 80.628, -33.8924
16171.876235, 80.626, -33.9008
16172.242446, 80.625, -33.9093
16172.608657, 80.623, -33.9177
16172.974868, 80.621, -33.9262
16173.341079, 80.619, -33.9346
16173.707290, 80.617, -33.9429
16174.073500, 80.615, -33.9513
16174.439711, 80.613, -33.9597
16174.805922, 80.611, -33.9680
16175.172133, 80.609, -33.9763
16175.538344, 80.607, -33.9846
16175.904555, 80.605, -33.9929
16176.270766, 80.603, -34.0012
16176.636977, 80.601, -34.0094
16177.003188, 80.599, -34.0177
16177.369399, 80.597, -34.0259
16177.735610, 80.595, -34.0341
16178.101821, 80.593, -34.0423
16178.468032, 80.591, -34.0505
16178.834243, 80.589, -34.0587
16179.200454, 80.588, -34.0668
16179.566665, 80.586, -34.0749
16179.932876, 80.584, -34.0830
16180.299087, 80.582, -34.0911
16180.665298, 80.580, -34.0992
16181.031509, 80.578, -34.1073
16181.397720, 80.576, -34.1153
16181.763931, 80.574, -34.1234
16182.130142, 80.572, -34.1314
16182.496353, 80.570, -34.1394
16182.862564, 80.568, -34.1474
16183.228775, 80.566, -34.1553
16183.594986, 80.564, -34.1633
16183.961197, 80.562, -34.1712
16184.327408, 80.560, -34.1792
16184.693619, 80.558, -34.1871
16185.059830, 80.556, -34.1950
16185.426040, 80.554, -34.2028
16185.792251, 80.552, -34.2107
16186.158462, 80.550, -34.2185
16186.524673, 80.548, -34.2263
16186.890884, 80.546, -34.2341
16187.257095, 80.544, -34.2419
16187.623306, 80.542, -34.2497
16187.989517, 80.540, -34.2575
16188.355728, 80.538, -34.2652
16188.721939, 80.536, -34.2729
16189.088150, 80.534, -34.2806
16189.454361, 80.532, -34.2883
16189.820572, 80.530, -34.2960
16190.186783, 80.528, -34.3036
16190.552994, 80.526, -34.3113
16190.919205, 80.524, -34.3189
16191.285416, 80.522, -34.3265
16191.651627, 80.520, -34.3341
16192.017838, 80.518, -34.3417
16192.384049, 80.516, -34.3492
16192.750260, 80.514, -34.3568
16193.116471, 80.512, -34.3643
16193.482682, 80.510, -34.3718
16193.848893, 80.508, -34.3793
16194.215104, 80.506, -34.3867
16194.581315, 80.504, -34.3942
16194.947526, 80.502, -34.4016
16195.313737, 80.500, -34.4090
16195.679948, 80.498, -34.4164
16196.046159, 80.496, -34.4238
16196.412369, 80.494, -34.4312
16196.778580, 80.492, -34.4385
16197.144791, 80.490, -34.4459
16197.511002, 80.487, -34.4532
16197.877213, 80.485, -34.4605
16198.243424, 80.483, -34.4678
16198.609635, 80.481, -34.4750
16198.975846, 80.479, -34.4823
16199.342057, 80.477, -34.4895
16199.708268, 80.475, -34.4967
16200.074479, 80.473, -34.5039
16200.440690, 80.471, -34.5111
16200.806901, 80.469, -34.5183
16201.173112, 80.467, -34.5254
16201.539323, 80.465, -34.5325
16201.905534, 80.463, -34.5396
16202.271745, 80.461, -34.5467
16202.637956, 80.459, -34.5538
16203.004167, 80.457, -34.5609
16203.370378, 80.455, -34.5679
16203.736589, 80.453, -34.5749
16204.102800, 80.451, -34.5819
16204.469011, 80.449, -34.5889
16204.835222, 80.446, -34.5959
16205.201433, 80.444, -34.6028
16205.567644, 80.442, -34.6097
16205.933855, 80.440, -34.6167
16206.300066, 80.438, -34.6236
16206.666277, 80.436, -34.6304
16207.032488, 80.434, -34.6373
16207.398699, 80.432, -34.6441
16207.764909, 80.430, -34.6510
16208.131120, 80.428, -34.6578
16208.497331, 80.426, -34.6646
16208.863542, 80.424, -34.6713
16209.229753, 80.422, -34.6781
16209.595964, 80.420, -34.6848
16209.962175, 80.417, -34.6915
16210.328386, 80.415, -34.6982
16210.694597, 80.413, -34.7049
16211.060808, 80.411, -34.7116
16211.427019, 80.409, -34.7182
16211.793230, 80.407, -34.7249
16212.159441, 80.405, -34.7315
16212.525652, 80.403, -34.7381
16212.891863, 80.401, -34.7446
16213.258074, 80.399, -34.7512
16213.624285, 80.397, -34.7577
16213.990496, 80.395, -34.7643
16214.356707, 80.392, -34.7708
16214.722918, 80.390, -34.7772
16215.089129, 80.388, -34.7837
16215.455340, 80.386, -34.7902
16215.821551, 80.384, -34.7966
16216.187762, 80.382, -34.8030
16216.553973, 80.380, -34.8094
16216.920184, 80.378, -34.8158
16217.286395, 80.376, -34.8221
16217.652606, 80.374, -34.8284
16218.018817, 80.371, -34.8348
16218.385028, 80.369, -34.8411
16218.751238, 80.367, -34.8473
16219.117449, 80.365, -34.8536
16219.483660, 80.363, -34.8599
16219.849871, 80.361, -34.8661
16220.216082, 80.359, -34.8723
16220.582293, 80.357, -34.8785
16220.948504, 80.355, -34.8846
16221.314715, 80.352, -34.8908
16221.680926, 80.350, -34.8969
16222.047137, 80.348, -34.9031
16222.413348, 80.346, -34.9091
16222.779559, 80.344, -34.9152
16223.145770, 80.342, -34.9213
16223.511981, 80.340, -34.9273
16223.878192, 80.338, -34.9333
16224.244403, 80.336, -34.9394
16224.610614, 80.333, -34.9453
16224.976825, 80.331, -34.9513
16225.343036, 80.329, -34.9573
16225.709247, 80.327, -34.9632
16226.075458, 80.325, -34.9691
16226.441669, 80.323, -34.9750
16226.807880, 80.321, -34.9809
16227.174091, 80.318, -34.9867
16227.540302, 80.316, -34.9925
16227.906513, 80.314, -34.9984
16228.272724, 80.312, -35.0042
16228.638935, 80.310, -35.0099
16229.005146, 80.308, -35.0157
16229.371357, 80.306, -35.0214
16229.737568, 80.304, -35.0272
16230.103778, 80.301, -35.0329
16230.469989, 80.299, -35.0385
16230.836200, 80.297, -35.0442
16231.202411, 80.295, -35.0499
16231.568622, 80.293, -35.0555
16231.934833, 80.291, -35.0611
16232.301044, 80.289, -35.0667
16232.667255, 80.286, -35.0723
16233.033466, 80.284, -35.0778
16233.399677, 80.282, -35.0833
16233.765888, 80.280, -35.0888
16234.132099, 80.278, -35.0943
16234.498310, 80.276, -35.0998
16234.864521, 80.274, -35.1053
16235.230732, 80.271, -35.1107
16235.596943, 80.269, -35.1161
16235.963154, 80.267, -35.1215
16236.329365, 80.265, -35.1269
16236.695576, 80.263, -35.1322
16237.061787, 80.261, -35.1376
16237.427998, 80.258, -35.1429
16237.794209, 80.256, -35.1482
16238.160420, 80.254, -35.1535
16238.526631, 80.252, -35.1588
16238.892842, 80.250, -35.1640
16239.259053, 80.248, -35.1692
16239.625264, 80.246, -35.1744
16239.991475, 80.243, -35.1796
16240.357686, 80.241, -35.1848
16240.723897, 80.239, -35.1899
16241.090108, 80.237, -35.1950
16241.456318, 80.235, -35.2002
16241.822529, 80.233, -35.2052
16242.188740, 80.230, -35.2103
16242.554951, 80.228, -35.2154
16242.921162, 80.226, -35.2204
16243.287373, 80.224, -35.2254
16243.653584, 80.222, -35.2304
16244.019795, 80.220, -35.2354
16244.386006, 80.217, -35.2403
16244.752217, 80.215, -35.2453
16245.118428, 80.213, -35.2502
16245.484639, 80.211, -35.2551
16245.850850, 80.209, -35.2599
16246.217061, 80.206, -35.2648
16246.583272, 80.204, -35.2696
16246.949483, 80.202, -35.2744
16247.315694, 80.200, -35.2792
16247.681905, 80.198, -35.2840
16248.048116, 80.196, -35.2888
16248.414327, 80.193, -35.2935
16248.780538, 80.191, -35.2982
16249.146749, 80.189, -35.3029
16249.512960, 80.187, -35.3076
16249.879171, 80.185, -35.3122
16250.245382, 80.182, -35.3169
16250.611593, 80.180, -35.3215
16250.977804, 80.178, -35.3261
16251.344015, 80.176, -35.3307
16251.710226, 80.174, -35.3352
16252.076437, 80.171, -35.3398
16252.442647, 80.169, -35.3443
16252.808858, 80.167, -35.3488
16253.175069, 80.165, -35.3533
16253.541280, 80.163, -35.3577
16253.907491, 80.161, -35.3622
16254.273702, 80.158, -35.3666
16254.639913, 80.156, -35.3710
16255.006124, 80.154, -35.3754
16255.372335, 80.152, -35.3797
16255.738546, 80.150, -35.3841
16256.104757, 80.147, -35.3884
16256.470968, 80.145, -35.3927
16256.837179, 80.143, -35.3970
16257.203390, 80.141, -35.4012
16257.569601, 80.139, -35.4055
16257.935812, 80.136, -35.4097
16258.302023, 80.134, -35.4139
16258.668234, 80.132, -35.4181
16259.034445, 80.130, -35.4222
16259.400656, 80.128, -35.4264
16259.766867, 80.125, -35.4305
16260.133078, 80.123, -35.4346
16260.499289, 80.121, -35.4387
16260.865500, 80.119, -35.4427
16261.231711, 80.116, -35.4468
16261.597922, 80.114, -35.4508
16261.964133, 80.112, -35.4548
16262.330344, 80.110, -35.4588
16262.696555, 80.108, -35.4627
16263.062766, 80.105, -35.4667
16263.428977, 80.103, -35.4706
16263.795187, 80.101, -35.4745
16264.161398, 80.099, -35.4784
16264.527609, 80.097, -35.4822
16264.893820, 80.094, -35.4861
16265.260031, 80.092, -35.4899
16265.626242, 80.090, -35.4937
16265.992453, 80.088, -35.4975
16266.358664, 80.086, -35.5013
16266.724875, 80.083, -35.5050
16267.091086, 80.081, -35.5087
16267.457297, 80.079, -35.5124
16267.823508, 80.077, -35.5161
16268.189719, 80.075, -35.5198
16268.555930, 80.072, -35.5234
16268.922141, 80.070, -35.5270
16269.288352, 80.068, -35.5306
16269.654563, 80.066, -35.5342
16270.020774, 80.063, -35.5378
16270.386985, 80.061, -35.5413
16270.753196, 80.059, -35.5448
16271.119407, 80.057, -35.5483
16271.485618, 80.055, -35.5518
16271.851829, 80.052, -35.5552
16272.218040, 80.050, -35.5587
16272.584251, 80.048, -35.5621
16272.950462, 80.046, -35.5655
16273.316673, 80.044, -35.5689
16273.682884, 80.041, -35.5722
16274.049095, 80.039, -35.5756
16274.415306, 80.037, -35.5789
16274.781516, 80.035, -35.5822
16275.147727, 80.032, -35.5855
